time_step,sensor_1,sensor_1_mean,sensor_1_std,sensor_1_centroid
256,44,53,30,00
257,46,52,30,00
258,46,52,30,00
259,46,51,30,00
260,46,51,30,00
261,46,51,29,00
262,52,50,28,00
263,51,50,26,00
264,51,50,25,00
265,52,50,23,00
266,52,49,22,00
267,51,49,20,00
268,51,49,19,00
269,52,49,18,00
270,51,49,17,00
271,51,49,15,00
272,50,48,14,00
273,51,48,14,00
274,50,48,14,00
275,49,48,14,00
276,49,48,14,00
277,51,48,14,00
278,51,48,14,00
279,50,49,14,00
280,50,49,14,00
281,50,49,14,00
282,50,49,13,00
283,51,49,12,00
284,51,49,11,00
285,51,50,10,00
286,50,50,08,00
287,50,50,07,00
288,49,50,06,01
289,50,50,05,01
290,50,50,04,01
291,50,51,02,01
292,50,51,02,01
293,50,50,02,01
294,50,50,02,01
295,50,50,01,01
296,50,50,01,01
297,50,50,01,01
298,50,50,01,01
299,51,50,01,01
