time_step,sensor_1,sensor_1_mean,sensor_1_std,sensor_1_centroid
176,50,45,97,00
177,50,43,89,00
178,50,42,75,00
179,50,41,71,00
180,50,41,71,00
181,50,42,71,00
182,50,42,71,00
183,51,43,70,00
184,52,44,67,00
185,50,46,57,00
186,50,48,41,00
187,51,49,21,00
188,51,50,07,00
189,50,50,02,00
190,50,50,01,00
191,51,50,01,00
192,50,51,00,00
193,50,51,00,00
194,49,50,01,00
195,49,50,01,00
196,49,50,01,00
197,49,50,02,00
198,49,50,02,00
199,48,50,03,00
200,47,50,03,00
201,47,50,04,00
202,44,50,06,00
203,43,49,07,00
204,43,49,09,00
205,43,49,10,00
206,43,49,11,00
207,43,49,12,00
208,43,48,12,00
209,43,48,13,00
210,43,48,13,00
211,43,48,13,00
212,44,47,13,00
213,45,47,13,00
214,48,47,13,00
215,49,47,12,00
216,49,47,12,00
217,49,47,12,00
218,49,47,11,00
219,50,47,11,00
220,50,47,11,00
221,51,47,11,00
222,51,47,11,00
223,53,47,12,00
224,52,47,13,00
225,52,47,13,00
226,52,47,14,00
227,57,47,16,00
228,57,48,18,00
229,56,48,19,00
230,56,48,20,00
231,52,49,20,00
232,50,49,20,00
233,51,49,20,00
234,52,49,19,00
235,51,50,19,00
236,54,50,18,00
237,56,50,18,01
238,51,51,17,01
239,49,51,16,01
240,49,51,14,01
241,50,51,13,01
242,50,51,12,01
243,50,51,11,01
244,49,52,11,01
245,50,52,10,01
246,51,52,10,01
247,49,52,10,01
248,52,52,10,01
249,52,52,10,01
250,50,52,10,01
251,49,52,10,01
252,50,52,10,01
253,48,51,11,01
254,50,51,11,01
255,52,51,11,01
256,50,51,11,01
257,49,51,10,01
258,49,51,09,01
259,50,51,07,01
260,50,50,06,01
261,50,50,06,01
262,52,50,06,01
263,49,50,06,01
264,47,50,07,01
265,48,50,07,01
266,49,50,06,01
267,51,50,05,01
268,50,50,04,01
269,50,50,04,01
270,49,50,04,01
271,49,50,04,01
272,48,50,05,01
273,48,49,05,01
274,47,49,05,01
275,48,49,05,01
276,49,49,05,01
277,49,49,05,01
278,51,49,05,01
279,51,49,05,01
280,49,49,05,01
281,48,49,05,01
282,47,49,05,01
283,48,49,05,01
284,44,49,06,01
285,42,49,08,01
286,43,48,09,01
287,48,48,09,01
288,50,48,09,01
289,50,48,09,01
290,49,48,09,01
291,50,48,09,01
292,49,48,08,01
293,49,48,08,01
294,51,48,08,01
295,51,48,09,01
296,50,49,09,01
297,49,48,09,01
298,50,48,09,01
299,49,48,08,01
