time_step,sensor_1,sensor_1_mean,sensor_1_std,sensor_1_centroid
152,32,32,04,01
153,31,31,04,01
154,21,31,12,01
155,06,30,31,01
156,00,29,46,01
157,21,29,47,01
158,40,29,49,01
159,41,30,51,01
160,43,30,53,01
161,47,30,57,01
162,54,31,63,01
163,61,32,72,01
164,63,33,81,01
165,55,34,85,01
166,44,34,86,01
167,35,34,85,01
168,32,34,85,01
169,32,34,85,01
170,31,35,85,01
171,31,35,85,01
172,31,35,85,01
173,31,34,85,01
174,31,34,85,01
175,31,34,85,01
176,31,34,85,01
177,31,34,86,01
178,31,34,86,01
179,31,34,86,01
180,31,34,86,01
181,31,34,86,01
182,31,34,86,01
183,31,34,86,01
184,31,34,85,01
185,31,35,78,01
186,31,36,65,01
187,31,37,63,01
188,31,36,63,01
189,31,36,63,01
190,30,36,63,01
191,30,35,62,00
192,30,34,58,00
193,31,33,48,00
194,31,32,32,00
195,30,31,16,00
196,31,31,05,00
197,31,31,01,00
198,31,31,01,00
199,31,31,00,00
200,31,31,00,00
201,31,31,00,00
202,32,31,01,00
203,32,31,01,00
204,32,31,01,00
205,32,31,02,00
206,32,31,02,00
207,32,31,02,00
208,33,31,03,00
209,34,31,04,00
210,34,31,06,00
211,35,31,07,00
212,35,31,08,00
213,35,31,09,00
214,35,32,10,00
215,36,32,11,00
216,36,32,12,00
217,36,32,12,00
218,35,32,12,00
219,35,32,13,00
220,34,33,12,00
221,33,33,12,00
222,32,33,12,00
223,32,33,11,00
224,32,33,11,00
225,32,33,11,00
226,32,33,11,00
227,31,33,10,00
228,31,33,10,00
229,30,33,11,00
230,30,33,11,00
231,29,33,12,00
232,29,33,12,00
233,29,33,13,00
234,30,33,13,00
235,30,33,14,00
236,31,32,14,00
237,36,33,14,00
238,36,33,15,00
239,36,33,15,00
240,36,33,16,00
241,36,33,16,00
242,35,33,16,00
243,36,33,16,00
244,36,33,16,00
245,34,33,16,01
246,34,33,16,01
247,34,33,15,01
248,34,33,15,01
249,34,33,15,01
250,32,33,15,01
251,32,33,15,01
252,35,33,15,01
253,35,33,15,01
254,34,33,15,01
255,33,33,15,01
256,33,33,15,01
257,34,33,15,01
258,35,33,15,01
259,35,33,15,01
260,35,34,14,01
261,34,34,13,01
262,33,34,12,01
263,32,34,11,01
264,33,34,09,01
265,34,34,08,01
266,34,34,07,01
267,34,34,07,01
268,33,34,07,01
269,33,34,07,01
270,34,34,06,01
271,33,34,06,01
272,33,34,06,01
273,34,34,05,01
274,34,34,05,01
275,33,34,05,01
276,32,34,05,01
277,32,33,05,01
278,32,33,05,01
279,33,33,05,01
280,33,33,05,01
281,33,33,05,01
282,34,33,05,01
283,34,33,04,01
284,34,33,04,01
285,34,33,04,01
286,34,33,04,01
287,35,33,05,01
288,34,33,05,01
289,32,33,04,01
290,32,33,04,01
291,33,33,04,01
292,33,33,04,01
293,33,33,04,01
294,33,33,04,01
295,34,33,04,01
296,32,33,04,01
297,32,33,04,01
298,32,33,04,01
299,33,33,04,01
